"SITECODE";"NAZEV";"HABITAT_CODE";"ROZLOHA";"KVALITA";"TYPICKE_DRUHY";"REPRE";"REPRE_SDF";"CONSERVATION";"DEGREE_OF_CONSERVATION";"MRTVE_DREVO";"KALAMITA_POLOM";"RELATIVE_AREA_PERC";"EVL_AREA_PERC";"GOOD_DOC_AREA_HA";"W_AREA_HA";"W_AREA_PERC";"PASEKY_AREA_HA";"PASEKY_AREA_PERC";"DEGRAD_AREA_HA";"DEGRAD_AREA_PERC";"PERC_0";"PERC_1";"PERC_2";"DATE_MIN";"DATE_MAX";"DATE_MEAN";"DATE_MEDIAN"
"CZ0624020";"Str·nsk· sk·la";"6190";0,0785751467291219;1;2,35644232880288;1,35644232880288;3;1;100;NA;NA;2,44500909075391e-10;0,505652609851889;0,0785751467291219;0;0;NA;NA;0;0;0;0;100;2014-05-14;2014-05-14;2014-05-14;2014-05-14
"CZ0624043";"Stolov· hora";"6190";8,13245604814386;1,24322636012483;1,44835632308466;1,08936898930432;2,35898733378034;1,24322636012483;100;NA;NA;2,53056211735954e-08;10,5454325505962;8,13245604814386;0;0;NA;NA;0;0;0;0;100;2022-06-03;2022-06-08;2022-06-06;2022-06-08
"CZ0624095";"⁄dolÌ Dyje";"6190";8,99009339461286;1,04264482052917;1,96265839560307;1,81571868670774;2,14693970889533;1,05560612159203;100;NA;NA;2,7974316296642e-08;0,493677264708872;8,99009339461286;0;0;NA;NA;0;0;0;75,4908479613286;24,5091520386714;2009-05-02;2014-09-23;2011-01-07;2009-05-11
"CZ0624096";"PodyjÌ";"6190";2,87834441279985;1,49593041323767;1,92169704853654;1,6215633148942;2,30013373364234;1,47723517797901;100;NA;NA;8,95649394060635e-09;0,0458836693531276;2,87834441279985;0;0;NA;NA;0;0;0;0;100;2016-05-18;2023-10-01;2017-11-13;2016-07-07
"CZ0624104";"DÏvÌn";"6190";6,42505711027004;1,17440163722812;1,65583890075184;1,22880984863978;2,42702905211207;1,17440163722812;100;NA;NA;1,99927377767161e-08;1,5812817906771;6,42505711027004;0;0;NA;NA;0;0;0;0;100;2022-06-10;2022-08-09;2022-07-15;2022-07-27
"CZ0624128";"Krumlovsko-rokytenskÈ slepence";"6190";6,54937125174768;1,44631537252241;1,65485324872144;1,49472900449022;2,16012424423122;1,20295326763977;100;NA;NA;2,0379563915355e-08;6,81213889246546;6,54937125174768;0;0;NA;NA;0;0;0;0;100;2022-03-21;2022-06-14;2022-05-28;2022-05-29
"CZ0624130";"Moravsk˝ kras";"6190";2,87316530300878;1,17605691268501;1,79928033698797;2;1,79928033698797;1,22938571994777;100;NA;NA;8,94037819529972e-09;0,0443022546454488;2,87316530300878;0;0;NA;NA;0;0;0;74,0633764019115;25,9366235980885;2007-11-07;2013-06-27;2010-12-25;2011-06-23
"CZ0624234";"Svat˝ kopeËek u Mikulova";"6190";2,70864890996126;1,32070547009318;1,39169502960471;1,91615876666768;1,47553626293703;1,39169502960471;100;NA;NA;8,42845541395778e-09;5,77631863691672;2,70864890996126;0;0;NA;NA;0;0;0;100;0;2011-06-01;2011-06-08;2011-06-02;2011-06-01
"CZ0810036";"ätramberk";"6190";0,246790825264169;2,47915321780294;2,47915321780294;2;2,47915321780294;2,47915321780294;52,0846782197058;NA;NA;7,67934692334358e-10;0,190782082565821;0,128540207214599;0;0;NA;NA;0;0;0;100;0;2008-06-11;2008-06-14;2008-06-12;2008-06-12
"CZ0110040";"ChuchelskÈ h·je";"6210";2,68778114217288;2,02082506281052;1,39412584037847;1,17833822809316;2,19124581686825;1,91237932728458;68,867424096384;NA;NA;1,97425455144423e-10;3,59227138958393;1,85100563796283;0,0659629749170505;2,45417954170644;NA;NA;0,0659629749170505;2,45417954170644;0;100;0;2011-04-18;2011-06-18;2011-05-18;2011-05-18
"CZ0110050";"ProkopskÈ ˙dolÌ";"6210";24,1066927641145;2,2837713490612;1,79138071902833;1,1549454418975;2,53120971572854;1,87404654060275;88,5215623144817;NA;NA;1,77070770990473e-09;19,0156423941534;21,3396210571462;0,708653157981766;2,93965316983123;NA;NA;0,708653157981766;2,93965316983123;0;100;0;2001-07-05;2009-09-28;2009-02-09;2009-06-11
"CZ0110154";"KaÚon Vltavy u Sedlce";"6210";4,53313275437514;1,80443501517099;1,80343196492899;1,97100396673873;1,83242799819027;1,65150087567127;100;NA;NA;3,32971975738729e-10;13,0446448459851;4,53313275437514;0;0;NA;NA;0;0;0;33,2109733495202;66,7890266504798;2008-06-11;2024-04-30;2017-02-09;2017-08-14
"CZ0114001";"RadotÌnskÈ ˙dolÌ";"6210";5,6575116696141;2,39831839367888;1,96580543131957;1,48745309347658;2,36832127852527;1,86128547478915;72,0357547050075;NA;NA;4,15560924523595e-10;5,16930237797441;4,07543122873039;0,622502002109977;11,0031059317716;NA;NA;0,622502002109977;11,0031059317716;0;0;100;2011-08-31;2016-09-01;2015-05-01;2016-03-24
"CZ0210010";"Housina";"6210";6,02021039393111;2,42171357913096;2,0125653879481;0,987434612051901;3,0125653879481;2,18887671973503;81,1123280264975;NA;NA;4,42202215960999e-10;2,84631129610446;4,88313280261069;0,0756462791289203;1,25653879480987;NA;NA;0,0756462791289203;1,25653879480987;0;0;100;2022-09-05;2022-09-19;2022-09-14;2022-09-16
"CZ0210011";"LounÌn";"6210";2,71362344265623;1,84623868270151;2;1,44614455605166;2,55385544394834;1,84623868270151;99,9999815439662;NA;NA;1,99323648362186e-10;14,3199550646068;2,71362294182897;0;0;NA;NA;0;0;0;0;100;2017-05-29;2017-05-29;2017-05-29;2017-05-29
"CZ0210022";"KozÌ h˘ra";"6210";0,317391930671744;2,13462772678565;2;2;2;2,13384487820761;86,6155121792387;NA;NA;2,33133737672476e-11;0,137648015670816;0,274910646366905;0;0;NA;NA;0;0;0;0;100;2013-05-24;2013-07-08;2013-06-08;2013-05-24
"CZ0210029";"ZadnÌ Hr·dek";"6210";8,34057096962897;2,39721939299515;2,57304212171598;1,83150021407592;2,65729201467802;2,09947672751408;84,4590185035487;NA;NA;6,12639546429797e-10;67,3178184998214;7,04436437854054;0,70269221143354;8,42498929620401;NA;NA;0,70269221143354;8,42498929620401;0;0;100;2016-10-20;2016-10-20;2016-10-20;2016-10-20
"CZ0210044";"Na hor·ch";"6210";1,24073551278425;1,62765670773475;2,07688183539434;1,41077200187554;2,6661098335188;1,62765670773475;100;NA;NA;9,1135684182698e-11;25,5427860699246;1,24073551278425;0;0;NA;NA;0;0;0;0;100;2014-05-08;2014-05-08;2014-05-08;2014-05-08
"CZ0210066";"éerka";"6210";5,20076692607353;2,43387622881886;2,30473193640093;1,65822198561083;2,50645240679333;1,91369620190897;73,8776196139773;NA;NA;3,82011675493065e-10;27,367127447899;3,84220280665414;0,728406642565529;14,0057543996778;NA;NA;0,728406642565529;14,0057543996778;0;0;100;2013-09-06;2013-09-07;2013-09-06;2013-09-06
"CZ0210109";"Chlum u Nep¯ev·zky";"6210";20,3656472125317;2,65497528361816;2,18758100501017;1,33832522870379;2,66167477129621;2,4235834696334;57,6416530366598;NA;NA;1,49591687625071e-09;9,11874123802762;11,7390957049177;3,82020857180934;18,7581005010174;NA;NA;3,82020857180934;18,7581005010174;0;100;0;2012-06-07;2012-06-07;2012-06-07;2012-06-07
"CZ0210111";"PaterovskÈ str·nÏ";"6210";0,327693600652553;3;2;2;2;2;100;NA;NA;2,40700618222373e-11;1,04367249409368;0,327693600652553;0;0;NA;NA;0;0;0;100;0;2012-07-11;2012-07-11;2012-07-11;2012-07-11
"CZ0210114";"RadouË";"6210";18,5596468894415;1,98507015658592;2;2;2;1,96319938496785;100;NA;NA;1,36326082394698e-09;59,8529341809603;18,5596468894415;0;0;NA;NA;0;0;0;0;100;2022-06-13;2022-08-03;2022-06-23;2022-06-13
"CZ0210172";"Hrabanovsk· Ëernava";"6210";2,46769154326292;2,16136409817565;2,08068204908783;1,64896493771299;2,35103506228701;2,08068204908783;91,9317950912175;NA;NA;1,81259224733927e-10;4,75635924707467;2,26859313303577;0,19909841022715;8,06820490878252;NA;NA;0,19909841022715;8,06820490878252;0;0;100;2021-05-28;2021-06-18;2021-06-06;2021-06-04
"CZ0210713";"PolabskÈ h˘ry";"6210";6,92224464902903;2,3678133681884;2,04026551299464;1,57961755194541;2,46064796104923;2,26527304838946;52,8277009731708;NA;NA;5,08459293434427e-10;28,2195512545444;3,65686270382037;0;0;NA;NA;0;0;0;0;100;2017-06-30;2017-08-15;2017-08-06;2017-08-15
"CZ0210729";"VÏtruöickÈ rokle";"6210";2,37155585176531;1,42224454047864;1,66360588484962;1,94548995531483;1,71797925760549;1,38335943111357;87,0868530026356;NA;NA;1,7419777454673e-10;4,77741786298518;2,06531335850226;0,000324125113710761;0,0136671929303075;NA;NA;0,000324125113710761;0,0136671929303075;0;0;100;2013-05-16;2017-05-16;2016-07-22;2016-09-01
"CZ0213065";"Na BabÏ";"6210";0,940072328377562;1;2;2;2;1;100;NA;NA;6,90510861864956e-11;3,21839943398434;0,940072328377562;0;0;NA;NA;0;0;0;0;100;2014-05-04;2014-05-04;2014-05-04;2014-05-04
"CZ0214002";"KarlickÈ ˙dolÌ";"6210";2,70065193376755;2,77276008487098;2,08073388600512;1,77417161023254;2,22582838976746;2,41066591487358;58,9334085126421;NA;NA;1,98370852762099e-10;0,514465128924584;1,5915862366318;0,218034125360289;8,07338860051173;NA;NA;0,218034125360289;8,07338860051173;0;0;100;2016-08-26;2020-04-26;2018-04-15;2018-07-08
"CZ0214003";"Zlat˝ k˘Ú";"6210";17,5074412287964;2,2466987381723;2,14428445173948;1,2321224356057;2,79098209358541;2,05473939439978;88,8065055543683;NA;NA;1,28597321365797e-09;16,5600883333432;15,5477467672788;1,38766111277046;7,92612178236543;NA;NA;1,38766111277046;7,92612178236543;0;0;100;2022-10-01;2022-10-23;2022-10-13;2022-10-16
"CZ0214006";"Milovice - Mlad·";"6210";448,423474221554;2,50237868845948;2,18831469997922;1,76466469109691;2,31542152605873;2,1130894367666;72,4014477248499;NA;NA;3,29380272472866e-08;36,0437179099818;324,665087274474;48,5321922774808;10,8228482823587;NA;NA;48,5321922774808;10,8228482823587;0;0;100;2022-05-25;2022-08-16;2022-07-16;2022-07-11
"CZ0214013";"Koko¯Ìnsko";"6210";6,22583988732261;2,17997154694983;2,19325218828727;1,17419429875836;2,94963315742244;2,02369717566043;80,8032773446628;NA;NA;4,57306308956872e-10;0,0643179745733724;5,03068267118793;0,33090803203337;5,31507456057748;NA;NA;0,33090803203337;5,31507456057748;0;15,8322455618357;84,1677544381643;2008-08-13;2019-10-29;2015-03-15;2015-08-07
"CZ0214017";"Karlötejn - Koda";"6210";96,6648054627532;2,53180865278297;2,2424717254992;1,11411318375222;2,8019772447027;2,07318908725079;63,1122267628741;NA;NA;7,10031516907771e-09;3,63671659142367;63,7883598352545;26,2577623400119;27,1637254265509;NA;NA;26,2577623400119;27,1637254265509;0;21,3146506045022;78,6853493954978;2005-09-20;2018-09-26;2013-12-05;2013-09-26
"CZ0214037";"Kot˝z";"6210";4,01749089098875;2,14355979567218;2;1,07177989783609;2,92822010216391;2,07177989783609;92,822010216391;NA;NA;2,9509655948059e-10;13,8234436047279;3,72911580527616;0;0;NA;NA;0;0;0;0;100;2022-10-14;2022-10-19;2022-10-17;2022-10-18
"CZ0214050";"éehuÚsko";"6210";37,559281965428;2,01401031159143;2,07943803526293;1,83396753862511;2,21312119558171;1,9345722763285;92,0561964737074;NA;NA;2,75884007837323e-09;10,4882382511358;34,5756464002082;1,21501651975105;3,23493010561127;NA;NA;1,21501651975105;3,23493010561127;0;0;100;2013-06-18;2013-07-05;2013-06-25;2013-06-19
"CZ0310084";"Nerestsk˝ lom";"6210";1,68449547179447;2,00318325591364;2;1,99840837204318;2,00159162795682;2,00159162795682;99,8408372043179;NA;NA;1,23731162478091e-10;31,7154341298706;1,68181438170842;0;0;NA;NA;0;0;0;0;100;2015-09-29;2015-09-29;2015-09-29;2015-09-29
"CZ0314124";"Blansk˝ les";"6210";28,3117458132236;2,10607128585709;1,88325641048363;1,67104573204088;2,06781672463084;1,74683960787883;74,8708957851833;NA;NA;2,07958126329817e-09;0,127461823770013;21,1972577027846;3,4887947185831;12,3227820057412;NA;NA;3,4887947185831;12,3227820057412;0;81,6844951298671;18,3155048701329;2010-05-04;2021-09-09;2013-08-24;2011-07-01
"CZ0324029";"TÏchonick· draha";"6210";1,89126164004434;1,22775367562068;2;1,22775367562068;2,77224632437932;1,22775367562068;100;NA;NA;1,38918747596052e-10;20,7669809436042;1,89126164004434;0;0;NA;NA;0;0;0;100;0;2009-05-11;2009-05-11;2009-05-11;2009-05-11
"CZ0410018";"Jezersk˝ vrch";"6210";6,40827342715239;1,66436251044047;2;2;2;1,49235100330749;100;NA;NA;4,70706590724377e-10;20,369322546332;6,40827342715239;0;0;NA;NA;0;0;0;0;100;2002-08-03;2014-06-21;2012-12-25;2014-06-21
"CZ0410151";"Vlada¯";"6210";10,7850009744281;2,29325679525589;2;2;2;2;100;NA;NA;7,9219014253079e-10;4,54581204991557;10,7850009744281;0;0;NA;NA;0;0;0;0;100;2023-05-06;2023-05-06;2023-05-06;2023-05-06
"CZ0414127";"HradiötÏ";"6210";1849,31616748449;2,41456094820983;2,23257501777391;1,35036333704891;2,58269102689065;2,07429074863698;77,7359855960601;NA;NA;1,35837728877138e-07;5,57710530843905;1437,58414958135;14,2926845275184;0,772863222569449;NA;NA;14,2926845275184;0,772863222569449;0;27,0578707131033;72,9421292868967;2001-05-06;2024-07-02;2014-07-23;2015-06-03
"CZ0420004";"Vrbka";"6210";1,82729665044193;1,57300940191828;2,01094303356701;1,97811393286598;2,02188606713402;1,51915129398246;94,6141892064173;NA;NA;1,34220330382158e-10;11,3691195297406;1,72888191021165;0,019996168582667;1,09430335670078;NA;NA;0,019996168582667;1,09430335670078;0;0;100;2013-10-09;2014-05-30;2013-11-16;2013-10-09
"CZ0420007";"Hol˝ vrch";"6210";7,42065734039941;2,36083957259058;2,0391144171483;1,77607228434314;2,17001125107991;2,44561897146832;52,1828806913372;NA;NA;5,45069176173616e-10;19,4075792844328;3,87231276645358;0,690350295358342;9,30308817252549;NA;NA;0,690350295358342;9,30308817252549;0;100;0;2011-09-20;2011-10-03;2011-09-29;2011-09-30
"CZ0420012";"éelinsk˝ meandr";"6210";1,33567167992845;2,00003493829766;2,14583022069169;1,04210396421576;2,81208328424138;2,00001746914883;99,9982530851168;NA;NA;9,81090257669604e-11;0,718882965718971;1,33564834688108;2,33330473670503e-05;0,001746914883177;NA;NA;2,33330473670503e-05;0,001746914883177;0;100;0;2009-01-23;2009-01-25;2009-01-23;2009-01-23
"CZ0420014";"Hora ÿÌp";"6210";2,60528836884276;2,35453973783621;1,97778095479347;1,98715619856901;1,99010823114468;2,17726986891811;82,2730131081893;NA;NA;1,91366117549823e-10;2,89319956435083;2,14344924120414;0,00134569678256696;0,0516525079780209;NA;NA;0,00134569678256696;0,0516525079780209;0;0;100;2021-06-24;2021-06-24;2021-06-24;2021-06-24
"CZ0420044";"EvaÚsk· rokle";"6210";7,4784241475936;2;2;2;2;2;100;NA;NA;5,49312318601996e-10;45,1465222396848;7,4784241475936;0;0;NA;NA;0;0;0;0;100;2017-05-28;2017-10-08;2017-07-30;2017-07-23
"CZ0420059";"Str·nÏ u VelkÈho ⁄jezdu";"6210";1,76996175193321;1,44576260737755;1,33366677687526;1,7758083389954;1,44576260737755;1,33366677687526;87,5790704394716;NA;NA;1,30008912921065e-10;20,5698327049712;1,55011604947729;0,198405332540255;11,2095830502298;NA;NA;0,198405332540255;11,2095830502298;0;83,9584550711721;16,0415449288279;2011-09-28;2022-09-23;2014-06-28;2011-09-30
"CZ0420061";"Str·nÏ nad Chomutovkou";"6210";7,40125411573573;2,01309626768332;2;1,03070417767269;2,96929582232731;1,99298358471545;97,9887317032136;NA;NA;5,4364395207319e-10;84,5078747124007;7,25239503814134;0;0;NA;NA;0;0;0;0;100;2015-05-23;2015-05-23;2015-05-23;2015-05-23
"CZ0420063";"StroupeË";"6210";14,4690972536038;2,12491038748757;2;2;2;2;100;NA;NA;1,06279788409867e-09;59,3282157261367;14,4690972536038;0;0;NA;NA;0;0;0;0;100;2022-07-01;2022-07-10;2022-07-03;2022-07-03
"CZ0420073";"⁄dolÌ PodbradeckÈho potoka";"6210";11,7829813091177;3,46460968572228;2,46722232998471;1,03643331752049;2,96356668247951;2,55332709613682;24,4567016175509;NA;NA;8,65494742637481e-10;12,5266169808001;2,88172858042272;5,50527198141232;46,7222329984714;NA;NA;5,50527198141232;46,7222329984714;0;0;100;2013-09-22;2013-09-28;2013-09-26;2013-09-28
"CZ0420076";"Na dlouhÈ str·ni";"6210";11,2450742448217;1,52395645503811;2,08830818703122;1,92876661378012;2,15954157325109;1,52395645503811;100;NA;NA;8,25983881679435e-10;82,6962609871299;11,2450742448217;0;0;NA;NA;0;0;0;0;100;2013-10-01;2013-10-01;2013-10-01;2013-10-01
"CZ0420165";"Velk˝ vrch - »ernodoly";"6210";15,4026864428717;2,86811445843844;2,33354510690014;1,3696121133836;2,64873905020834;2,33354510690014;46,5430648461699;NA;NA;1,13137276458917e-09;17,6218253617654;7,168882339158;4,85483347746846;31,5193943308198;NA;NA;4,85483347746846;31,5193943308198;0;0;100;2021-06-04;2021-06-25;2021-06-05;2021-06-04
"CZ0420406";"K¯ÌûovÈ vröky, Mal˝ vrch, äibenÌk";"6210";9,70754641709922;2,08491272387151;1,77742233497288;1,71519926182698;1,91982270405938;1,77742233497288;85,7599630913492;NA;NA;7,13047926283928e-10;52,9270021115726;8,32518822437988;1,38235819271933;14,2400369086508;NA;NA;1,38235819271933;14,2400369086508;0;0;100;2023-06-03;2023-07-05;2023-06-13;2023-06-06
"CZ0420451";"BohyÚsk· lada, ChmelnÌk, Lotar˘v vrch";"6210";2,46866138133803;1,07046463372261;2;1;3;1,07046463372261;100;NA;NA;1,81330462202034e-10;0,65506861533065;2,46866138133803;0;0;NA;NA;0;0;0;0;100;2014-05-09;2014-05-09;2014-05-09;2014-05-09
"CZ0420459";"Koöù·lov";"6210";8,65938955951874;3,24977415460136;2,46441461363997;1,45988427070258;2,73503667021506;2,62967594957673;32,8991282253554;NA;NA;6,36057712525943e-10;1,78366204007468;2,84886367471911;2,33365069592811;26,949367272233;NA;NA;2,33365069592811;26,949367272233;0;0;100;2014-09-09;2015-06-30;2014-11-07;2014-09-16
"CZ0420460";"T¯tÏnskÈ str·nÏ";"6210";4,53171127040993;1,31808408931949;1,31808408931949;2;1,31808408931949;1,31808408931949;100;NA;NA;3,3286756354742e-10;36,0701219974138;4,53171127040993;0;0;NA;NA;0;0;0;0;100;2013-07-16;2013-07-16;2013-07-16;2013-07-16
"CZ0420525";"Slanisko u äkrle";"6210";1,93982132894957;3,46459521973547;2,82153173991182;0,457369497141449;3,5928469913411;2,64306347982364;17,8468260088178;NA;NA;1,42485600020663e-10;19,4850108681789;0,346196537459567;1,49621377606661;77,1315251429276;NA;NA;1,49621377606661;77,1315251429276;0;0;100;2015-05-08;2015-05-08;2015-05-08;2015-05-08
"CZ0422075";"BoreËsk˝ vrch";"6210";0,993821111062519;3,92472722094655;2,76062816695099;2;2,76062816695099;3;0;NA;NA;7,29990928595604e-11;2,91139655091198;0;0;0;NA;NA;0;0;0;0;100;2014-09-16;2014-09-26;2014-09-20;2014-09-16
"CZ0423225";"Radob˝l";"6210";8,51115299660297;2,00046181982649;2,0348099973;1,99953818017351;2,03504090721325;2,00023090991325;99,9769090086754;NA;NA;6,25169299610361e-10;29,019677816324;8,5091876870029;0,00196530960006639;0,0230909913245691;NA;NA;0,00196530960006639;0,0230909913245691;0;0;100;2024-06-01;2024-06-11;2024-06-01;2024-06-01
"CZ0424033";"Ran· - Hr·dek";"6210";111,628063950265;1,88776222884063;1,70952439045194;1,74810863291848;1,8354700739927;1,70839161295281;86,0906574256279;NA;NA;8,19941065382109e-09;66,0747587242815;96,1013341262834;14,041178167294;12,5785377533287;NA;NA;14,041178167294;12,5785377533287;0;0;100;2020-05-19;2020-07-15;2020-06-10;2020-06-10
"CZ0424036";"BÏöick˝ chochol";"6210";3,90185300086376;2,75240559319634;2,16749120111912;0,834846381916201;2,75006801016102;2,22479710232822;41,5085607922778;NA;NA;2,86602615263312e-10;12,7267956295525;1,61960302488885;2,05865077337498;52,7608490868121;NA;NA;2,05865077337498;52,7608490868121;0;100;0;2009-01-24;2009-01-25;2009-01-24;2009-01-24
"CZ0424037";"Lovoö";"6210";2,2163162851202;2,30008250307702;1,76155784455941;1,47902072638946;1,76155784455941;1,64030743915468;68,3362766686213;NA;NA;1,62794970344988e-10;0,756565060733632;1,51454802845145;0;0;NA;NA;0;0;0;0;100;2014-06-01;2015-07-10;2014-07-24;2014-07-15
"CZ0424038";"Hol˝ vrch u HlinnÈ";"6210";5,94035071766563;2,56537610728168;2;0,89699270974392;2,55150364512804;2,00407182240765;99,592817759235;NA;NA;4,36336287114704e-10;5,772590175539;5,91616266450413;0;0;NA;NA;0;0;0;0;100;2012-06-18;2013-06-30;2013-04-27;2013-06-30
"CZ0424039";"OblÌk - Srdov - BrnÌk";"6210";78,0747322767432;2,27980376524182;2,06083439480749;1,76417904832719;2,1787448706439;1,83169425993531;86,9952660791033;NA;NA;5,73481944387551e-09;23,2943544968932;67,9213210847003;9,20582883355086;11,7910475836407;NA;NA;9,20582883355086;11,7910475836407;0;0;100;2023-05-30;2023-07-19;2023-06-18;2023-06-22
"CZ0424125";"DoupovskÈ hory";"6210";307,803748454235;2,45783069795546;2,33561849105137;1,63124180759282;2,62090306422683;2,19980622235593;79,8040751424481;NA;NA;2,26090934936056e-08;2,4458553632066;245,63993470769;16,9220381147435;5,49767122711291;NA;NA;16,9220381147435;5,49767122711291;0;8,33110863483158;91,6688913651684;2010-09-21;2024-04-25;2018-04-15;2018-09-20
"CZ0424129";"BÌlÈ str·nÏ u LitomÏ¯ic";"6210";15,9142802289573;1,4431478873364;1,87985196054628;1,89736933647073;1,92892328316802;1,2574506068964;97,5884470426601;NA;NA;1,16895083762579e-09;24,8973526465316;15,5304989334566;0,294811456381364;1,85249632493545;NA;NA;0,294811456381364;1,85249632493545;0;0;100;2012-05-22;2024-06-01;2020-01-01;2024-05-26
"CZ0424133";"Str·nÏ nad Such˝m potokem";"6210";2,40176175226613;1,72557126278722;2;2;2;1,72557126278722;99,9719012001169;NA;NA;1,76416487060503e-10;42,6371187899614;2,40108688603769;0;0;NA;NA;0;0;0;0;100;2022-09-22;2022-09-22;2022-09-22;2022-09-22
"CZ0424134";"Sovice u Brz·nek";"6210";0,747272045815994;1,36461888219144;2,11341358485655;2;2,11341358485655;1,36461888219144;100;NA;NA;5,48893365784457e-11;69,9754843304014;0,747272045815994;0;0;NA;NA;0;0;0;0;100;2016-06-06;2016-06-06;2016-06-06;2016-06-06
"CZ0424135";"BÌlÈ str·nÏ u ätÏtÌ";"6210";3,79049014856458;1,97490996634319;1,57184380949158;2;1,57184380949158;1,97490996634319;59,6933843148382;NA;NA;2,78422685187765e-10;33,38822033276;2,26267185179873;0;0;NA;NA;0;0;0;0;100;2021-05-16;2021-07-20;2021-06-19;2021-06-23
"CZ0424136";"Str·nÏ u Drahobuzi";"6210";3,44895999496258;1,8743572664544;2;1,58952305009111;2,41047694990889;1,62136445252884;100;NA;NA;2,53336287726881e-10;43,9388837023295;3,44895999496258;0;0;NA;NA;0;0;0;0;100;2017-08-28;2017-08-28;2017-08-28;2017-08-28
"CZ0510191";"Pr˘lom Jizery u Rakous";"6210";18,377727226314;2,86466536386399;2,29102483517649;1,14760613856895;2,96527964791344;2,14766153003228;82,1860951305898;NA;NA;1,34989828793944e-09;1,7302358841476;15,1039363810587;3,27379084525528;17,8139048694102;NA;NA;3,27379084525528;17,8139048694102;0;0;100;2018-06-08;2018-07-09;2018-06-17;2018-06-15
"CZ0530033";"Bohdalov";"6210";6,49901835193589;2,91472021722658;2,36232448627418;1,12074878609918;2,87925121390082;2,45736010861329;54,2639891386708;NA;NA;4,77372073191058e-10;0,679516590844956;3,52662661261471;2,35475348565162;36,2324486274177;NA;NA;2,35475348565162;36,2324486274177;0;0;100;2017-06-19;2017-06-22;2017-06-20;2017-06-19
"CZ0532132";"St¯emoöick· str·Ú";"6210";7,00298738967619;1,26210824282925;2,00021897431872;1,0884800967966;2,9115199032034;1,25960079610157;99,9781025681278;NA;NA;5,14390085965022e-10;15,0862240972129;7,00145391528352;0,00153347439267091;0,0218974318721687;NA;NA;0,00153347439267091;0,0218974318721687;0;0;100;2021-05-14;2021-08-04;2021-05-29;2021-05-26
"CZ0534051";"AnenskÈ ˙dolÌ";"6210";3,10194755982178;2,6466887650907;2,46686720849035;1,06560923076974;3,11923687561769;2,36565164630877;63,4348353691231;NA;NA;2,27847200511594e-10;7,87348294372207;1,96771532780948;0,871762404824962;28,1037118781933;NA;NA;0,871762404824962;28,1037118781933;0;0;100;2022-07-13;2022-07-15;2022-07-13;2022-07-13
"CZ0610056";"äva¯ec";"6210";1,8840966882591;2,48320399149907;2,18320206841348;0,81679793158652;3;2,24160199574953;75,8398004250466;NA;NA;1,38392460747359e-10;13,5279310616563;1,42889516819062;0;0;NA;NA;0;0;0;0;100;2015-07-11;2015-07-11;2015-07-11;2015-07-11
"CZ0614131";"⁄dolÌ Oslavy a Chvojnice";"6210";11,1731146036379;2,01229376007538;2,4249536040301;1,68187501498102;2,74307858904908;1,98264838950996;97,0354629434579;NA;NA;8,20698233718812e-10;0,477666181209542;10,8418834808432;0;0;NA;NA;0;0;0;100;0;2010-05-01;2013-06-06;2011-01-13;2010-05-28
"CZ0614133";"KozÈnek";"6210";15,8104480946585;1,99691781047208;1,68144823584829;1,86165806304965;1,68144823584829;1,85857587352173;62,6086024831025;NA;NA;1,16132406100662e-09;56,7113949776492;9,898700598382;0;0;NA;NA;0;0;0;0;100;2014-04-26;2014-05-18;2014-05-15;2014-05-18
"CZ0614134";"⁄dolÌ Jihlavy";"6210";43,4721449764286;2,02486358667922;2,03705190961483;1,94197087214479;2,09508103747005;2,00051517354126;99,0172867281818;NA;NA;3,19315731233139e-09;5,04359261842051;43,0449384382012;0;0;NA;NA;0;0;0;0;100;2013-07-04;2014-09-06;2014-05-21;2014-08-22
"CZ0620002";"»lupy";"6210";11,7397580449679;2,25445915801763;2,19642790726467;1,60714418547066;2,39285581452934;1,53340798645309;80,3572092735329;NA;NA;8,62319866356179e-10;65,2969444696724;9,43374194040124;2,30601610456662;19,6427907264671;NA;NA;2,30601610456662;19,6427907264671;0;0;100;2013-07-04;2013-07-04;2013-07-04;2013-07-04
"CZ0620003";"DyjskÈ svahy";"6210";4,98573424730517;2;2;2;2;2;100;NA;NA;3,66216890787326e-10;64,1190225368267;4,98573424730517;0;0;NA;NA;0;0;0;100;0;2012-08-27;2012-08-27;2012-08-27;2012-08-27
"CZ0620005";"Hochberk";"6210";8,01141112342708;1,60855283103057;1,45213771807685;1,95156255516306;1,50057516291379;1,40370027323991;100;NA;NA;5,8846178454583e-10;22,871154530167;8,01141112342708;0;0;NA;NA;0;0;0;0;100;2023-05-22;2023-05-22;2023-05-22;2023-05-22
"CZ0620006";"KamenÌky";"6210";2,98350127188852;2;1;1;2;2;100;NA;NA;2,1914697118917e-10;45,097627727462;2,98350127188852;0;0;NA;NA;0;0;0;0;100;2022-06-24;2022-06-24;2022-06-24;2022-06-24
"CZ0620007";"Kamenn· hora u Derflic";"6210";5,03888142367139;1,75279736349299;1,64528415243586;1,14879792310545;2,48737157372067;1,67050546221067;91,7708098717679;NA;NA;3,70120707701249e-10;60,7979442044714;4,6242222909813;0,0459276688350458;0,9114655609733;NA;NA;0,0459276688350458;0,9114655609733;0;100;0;2012-08-21;2012-09-03;2012-08-26;2012-08-21
