ID_ND_NALEZ;IDX_ND_AKCE;DRUH;CESKE_JME;AUTOR;DATUM_OD;DATUM_DO;IDX_ND_LOK;LOKALITA;KOD_LOKALITY;SKUPINA;EVL;PROC_EVL;NEGATIVNI;IDX_ND_LOKALIZACE;MAX_PROC;POLE;DATUM;DEN;MESIC;ROK;kod_chu;nazev_chu;KOD_LOKAL;CILMON;STAV_IND;ID_IND;HOD_IND;TYP_IND;LIM_IND;JEDNOTKA;KLIC;UROVEN;pozn;...34;LIM_INDLIST;IND_GRP;NAZEV;pracoviste;oop
59926535;13125355;Cottus gobio;vranka obecná;Dvořák Petr;27.09.2021;27.09.2021;10224625;Křemžský potok (Křemešný) - Markov;NA;Ryby a mihule;CZ0314123: Boletice;100;0;10224625;100;7150a;2021-09-27;27;9;2021;CZ0314123;Boletice;Boletice;1;0;POP_VITALITA;1;val;3;NA;ano;lok;NA;NA;3;val;Boletice;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje, Správa NP Šumava, Újezdní úřad Boletice
59926536;13125356;Cottus gobio;vranka obecná;Dvořák Petr;27.09.2021;27.09.2021;10224626;Lužný potok - U Decarlova Mlýnu_nad soutokem s Třebovickým potokem;NA;Ryby a mihule;CZ0314123: Boletice;100;0;10224626;100;7151a;2021-09-27;27;9;2021;CZ0314123;Boletice;BOL_014_Boletice;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boletice;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje, Správa NP Šumava, Újezdní úřad Boletice
59926536;13125356;Cottus gobio;vranka obecná;Dvořák Petr;27.09.2021;27.09.2021;10224626;Lužný potok - U Decarlova Mlýnu_nad soutokem s Třebovickým potokem;NA;Ryby a mihule;CZ0314123: Boletice;100;0;10224626;100;7151a;2021-09-27;27;9;2021;CZ0314123;Boletice;BOL_014_Boletice;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Boletice;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje, Správa NP Šumava, Újezdní úřad Boletice
59926537;13125357;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224627;Klabava - Melmatěj_most Strašice - Dobřív;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224627;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_002_Klabava;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926537;13125357;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224627;Klabava - Melmatěj_most Strašice - Dobřív;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224627;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_002_Klabava;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926538;13125358;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224628;Ledný potok - Dobřív_nad soutokem;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224628;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_003_Klabava;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926538;13125358;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224628;Ledný potok - Dobřív_nad soutokem;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224628;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_003_Klabava;1;0;POP_VITALITA;1;val;3;NA;ano;lok;NA;NA;3;val;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926539;13125359;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224629;Klabava – Dobřív;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224629;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_001_Klabava;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926539;13125359;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;05.09.2021;05.09.2021;10224629;Klabava – Dobřív;NA;Ryby a mihule;CZ0323812: Klabava;100;0;10224629;100;6248c;2021-09-05;5;9;2021;CZ0323812;Klabava;KLB_001_Klabava;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Klabava;RP SCHKO Český les;Krajský úřad Plzeňského kraje
59926540;13125360;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224630;Křemžský potok - PP Dobročkovské hadce;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224630;100;7050d;2021-10-31;31;10;2021;CZ0314124;Blanský les;BLL_CG_008_Blanský les;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926540;13125360;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224630;Křemžský potok - PP Dobročkovské hadce;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224630;100;7050d;2021-10-31;31;10;2021;CZ0314124;Blanský les;BLL_CG_008_Blanský les;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926541;13125361;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224631;Křemžský potok - Cvrčkův Mlýn_nad;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224631;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926541;13125361;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224631;Křemžský potok - Cvrčkův Mlýn_nad;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224631;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926542;13125362;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224632;Křemže – náhon na Cvrčkův mlýn;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224632;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926542;13125362;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224632;Křemže – náhon na Cvrčkův mlýn;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224632;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926543;13125363;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224633;Křemžský potok - Brloh_nad;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224633;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926543;13125363;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224633;Křemžský potok - Brloh_nad;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224633;100;7051c;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926544;13125364;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224634;Křemžský potok - Červený Mlýn;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224634;100;7051d;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926544;13125364;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224634;Křemžský potok - Červený Mlýn;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224634;100;7051d;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926545;13125365;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224635;Chmelenský potok – Chlum;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224635;100;7051d;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926545;13125365;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224635;Chmelenský potok – Chlum;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224635;100;7051d;2021-10-31;31;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926546;13125366;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;29.10.2021;29.10.2021;10224636;Chvalšinský potok – Křenov;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224636;100;7151c;2021-10-29;29;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926546;13125366;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;29.10.2021;29.10.2021;10224636;Chvalšinský potok – Křenov;NA;Ryby a mihule;CZ0314124: Blanský les;100;1;10224636;100;7151c;2021-10-29;29;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926547;13125367;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;29.10.2021;29.10.2021;10224637;Polečnice - Kájov;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224637;100;7151d;2021-10-29;29;10;2021;CZ0314124;Blanský les;BLL_CG_012_Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926547;13125367;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;29.10.2021;29.10.2021;10224637;Polečnice - Kájov;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224637;100;7151d;2021-10-29;29;10;2021;CZ0314124;Blanský les;BLL_CG_012_Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926548;13125368;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224638;Vltava - Č. Krumlov_U Trojice;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224638;100;7151d;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926548;13125368;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224638;Vltava - Č. Krumlov_U Trojice;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224638;100;7151d;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926549;13125369;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224639;Vltava - Svachova Lhota_tábořiště Marina;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224639;100;7152c;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926549;13125369;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224639;Vltava - Svachova Lhota_tábořiště Marina;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224639;100;7152c;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926550;13125370;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224640;Vltava – U Rohana;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224640;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926550;13125370;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224640;Vltava – U Rohana;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224640;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926551;13125371;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224641;Vltava – Dívčí kámen;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224641;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926551;13125371;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224641;Vltava – Dívčí kámen;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224641;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926552;13125372;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224642;Vltava – U Rybáka;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224642;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926552;13125372;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224642;Vltava – U Rybáka;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224642;100;7152a;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926553;13125373;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224643;Vltava – U Rybů;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224643;100;7052c;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926553;13125373;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;30.10.2021;30.10.2021;10224643;Vltava – U Rybů;NA;Ryby a mihule;CZ0314124: Blanský les;100;0;10224643;100;7052c;2021-10-30;30;10;2021;CZ0314124;Blanský les;Blanský les;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Blanský les;RP Jižní Čechy;AOPK ČR - RP Jižní Čechy, Krajský úřad Jihočeského kraje
59926555;13125375;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224645;Dědina – Mělčany;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224645;100;5762b;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926555;13125375;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224645;Dědina – Mělčany;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224645;100;5762b;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926556;13125376;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224646;Dědina - Strakov_pod brodem;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224646;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926556;13125376;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224646;Dědina - Strakov_pod brodem;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224646;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926557;13125377;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224647;Dědina - Strakov;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224647;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;DED_CG_002_Dědina u Dobrušky;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926557;13125377;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224647;Dědina - Strakov;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224647;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;DED_CG_002_Dědina u Dobrušky;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926558;13125378;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224648;Dědina – Podbřezí II;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224648;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926558;13125378;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224648;Dědina – Podbřezí II;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224648;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;Dědina u Dobrušky;1;1;POP_VITALITA;3;val;3;NA;ano;lok;NA;NA;3;val;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926559;13125379;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224649;Dědina – Podbřezí I;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224649;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;DED_CG_001_Dědina u Dobrušky;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926559;13125379;Cottus gobio;vranka obecná;Vlach Pavel#Fischer David;31.10.2021;31.10.2021;10224649;Dědina – Podbřezí I;NA;Ryby a mihule;CZ0523007: Dědina u Dobrušky;100;0;10224649;100;5763a;2021-10-31;31;10;2021;CZ0523007;Dědina u Dobrušky;DED_CG_001_Dědina u Dobrušky;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Dědina u Dobrušky;RP Východní Čechy;Krajský úřad Královéhradeckého kraje
59926560;13125380;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224650;Jizera – Vilémov_nad;NA;Ryby a mihule;CZ0524044: Krkonoše;100;1;10224650;100;5258d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;Krkonoše;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926560;13125380;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224650;Jizera – Vilémov_nad;NA;Ryby a mihule;CZ0524044: Krkonoše;100;1;10224650;100;5258d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;Krkonoše;1;0;POP_VITALITA;0;val;3;NA;ano;lok;NA;NA;3;val;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926561;13125381;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224651;Jizera – Rokytnice – žel. stanice;NA;Ryby a mihule;CZ0524044: Krkonoše;100;1;10224651;100;5258d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;Krkonoše;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926561;13125381;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224651;Jizera – Rokytnice – žel. stanice;NA;Ryby a mihule;CZ0524044: Krkonoše;100;1;10224651;100;5258d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;Krkonoše;1;0;POP_VITALITA;0;val;3;NA;ano;lok;NA;NA;3;val;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926562;13125382;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224652;Jizera – Poniklá nad;NA;Ryby a mihule;CZ0524044: Krkonoše;100;0;10224652;100;5358b;2021-09-26;26;9;2021;CZ0524044;Krkonoše;KRK_002_Krkonoše;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926562;13125382;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224652;Jizera – Poniklá nad;NA;Ryby a mihule;CZ0524044: Krkonoše;100;0;10224652;100;5358b;2021-09-26;26;9;2021;CZ0524044;Krkonoše;KRK_002_Krkonoše;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926563;13125383;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224653;Jizera – Poniklá;NA;Ryby a mihule;CZ0524044: Krkonoše;100;0;10224653;100;5358d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;KRK_001_Krkonoše;1;0;CELKOVE_HODNOCENI;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926563;13125383;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224653;Jizera – Poniklá;NA;Ryby a mihule;CZ0524044: Krkonoše;100;0;10224653;100;5358d;2021-09-26;26;9;2021;CZ0524044;Krkonoše;KRK_001_Krkonoše;1;0;POP_VITALITA;2;val;3;NA;ano;lok;NA;NA;3;val;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
59926564;13125384;Cottus gobio;vranka obecná;Vlach Pavel;26.09.2021;26.09.2021;10224654;Jizerka - Dolní Vítkovice garáže;NA;Ryby a mihule;CZ0524044: Krkonoše;100;0;10224654;100;5359a;2021-09-26;26;9;2021;CZ0524044;Krkonoše;KRK_009_Krkonoše;1;1;CELKOVE_HODNOCENI;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Krkonoše;RP Liberecko;AOPK ČR - RP Liberecko, Správa KRNAP, Krajský úřad Libereckého kraje
