"kod_chu","DRUH","KOD_LOKAL","POLE","ROK","ID_IND","SKUPINA","NAZEV_LOK","ID_ND_AKCE","DATUM","HOD_IND","TYP_IND","LIM_IND","JEDNOTKA","LIM_INDLIST","STAV_IND","KLIC","IND_GRP","UROVEN","CILMON","IND_SUM","IND_SUMKLIC","IND_SUMOST","IND_LEN","IND_LENKLIC","IND_LENOST","CELKOVE","NAZEV","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","pracoviste","oop"
"CZ0723012","Rhodeus amarus","INS_001_Onsel","6970c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Oblouèí - Nedakonice","13411485","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Insel",2023-08-22,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0723012","Rhodeus amarus","INS_001_Onsel","6970c","2023","POP_VITALITA","Ryby a mihule","Oblouèí - Nedakonice","13411485","2023-08-22","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","1","0","0","0",8,2,6,0,"Insel",2023-08-22,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0313110","Rhodeus amarus","MDY_005_Moravská Dyje","6958b","2023","CELKOVE_HODNOCENI","Ryby a mihule","Moravská Dyje - Chlumec_Hejbalùv Mlın","13411486","2023-08-21","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Moravská Dyje",2022-09-06,2023-08-21,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje"
"CZ0313110","Rhodeus amarus","MDY_005_Moravská Dyje","6958b","2023","POP_VITALITA","Ryby a mihule","Moravská Dyje - Chlumec_Hejbalùv Mlın","13411486","2023-08-21","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","1","0","0","0",8,2,6,0,"Moravská Dyje",2022-09-06,2023-08-21,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje"
"CZ0313110","Rhodeus amarus","MDY_001_Moravská Dyje","7058b","2023","CELKOVE_HODNOCENI","Ryby a mihule","Moravská Dyje - Píseèné","13411487","2023-08-21","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Moravská Dyje",2019-09-18,2023-08-21,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje"
"CZ0313110","Rhodeus amarus","MDY_001_Moravská Dyje","7058b","2023","POP_VITALITA","Ryby a mihule","Moravská Dyje - Píseèné","13411487","2023-08-21","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","1","0","0","0",8,2,6,0,"Moravská Dyje",2019-09-18,2023-08-21,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje"
"CZ0724107","Rhodeus amarus","NEL_001_Nedakonickı les","6970c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Morava - Nedakonice","13411490","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0724107","Rhodeus amarus","NEL_001_Nedakonickı les","6970c","2023","POP_VITALITA","Ryby a mihule","Morava - Nedakonice","13411490","2023-08-22","2","min","2","kategorie","alespoò 2 kategorie",1,"ano","minmax","lok","1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0724107","Rhodeus amarus","NEL_004_Nedakonickı les","6970d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Olšava - Kunovice","13411491","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0724107","Rhodeus amarus","NEL_004_Nedakonickı les","6970d","2023","POP_VITALITA","Ryby a mihule","Olšava - Kunovice","13411491","2023-08-22","2","min","2","kategorie","alespoò 2 kategorie",1,"ano","minmax","lok","1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0724107","Rhodeus amarus","NEL_005_Nedakonickı les","6970b","2023","CELKOVE_HODNOCENI","Ryby a mihule","Morava - Staré Mìsto_Kunovskı les","13411494","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0724107","Rhodeus amarus","NEL_005_Nedakonickı les","6970b","2023","POP_VITALITA","Ryby a mihule","Morava - Staré Mìsto_Kunovskı les","13411494","2023-08-22","2","min","2","kategorie","alespoò 2 kategorie",1,"ano","minmax","lok","1","1","1","0",8,2,6,0,"Nedakonickı les",2020-08-13,2023-08-22,"RP SCHKO Bílé Karpaty","Krajskı úøad Zlínského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_002_Niva Dyje","7166d","2023","CELKOVE_HODNOCENI","Ryby a mihule","rameno Gejle - Podivín","13411496","2023-10-18","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Niva Dyje",2022-11-03,2023-10-18,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_002_Niva Dyje","7166d","2023","POP_VITALITA","Ryby a mihule","rameno Gejle - Podivín","13411496","2023-10-18","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","1","0","0","0",8,2,6,0,"Niva Dyje",2022-11-03,2023-10-18,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_006_Niva Dyje","7267a","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùnì Palachy. horní kanál - Stará Bøeclav","13411498","2023-08-24","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Niva Dyje",2022-09-23,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_006_Niva Dyje","7267a","2023","POP_VITALITA","Ryby a mihule","tùnì Palachy. horní kanál - Stará Bøeclav","13411498","2023-08-24","1","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","1","0","0","0",8,2,6,0,"Niva Dyje",2022-09-23,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_005_Niva Dyje","7167c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Dyje - Ladná","13411499","2023-08-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Niva Dyje",2023-08-23,2023-08-23,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Rhodeus amarus","NDY_RA_005_Niva Dyje","7167c","2023","POP_VITALITA","Ryby a mihule","Dyje - Ladná","13411499","2023-08-23","2","min","2","kategorie","alespoò 2 kategorie",1,"ano","minmax","lok","1","1","1","0",8,2,6,0,"Niva Dyje",2023-08-23,2023-08-23,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6374a","2023","CELKOVE_HODNOCENI","Ryby a mihule","pøítok jezera Kaménka Pustìjov","13411500","2023-06-19","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Poodøí",2019-10-04,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6374a","2023","POP_VITALITA","Ryby a mihule","pøítok jezera Kaménka Pustìjov","13411500","2023-06-19","1","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Poodøí",2019-10-04,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","POD_MF_008_Poodøí","6274d","2023","CELKOVE_HODNOCENI","Ryby a mihule","potok Køípopa - Jistebník","13411501","2023-07-20","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-07-20,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","POD_MF_008_Poodøí","6274d","2023","POP_VITALITA","Ryby a mihule","potok Køípopa - Jistebník","13411501","2023-07-20","2","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-07-20,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","POD_MF_001_Poodøí","6373d","2023","CELKOVE_HODNOCENI","Ryby a mihule","slepé rameno v oboøe Kunín - Kunín","13411503","2023-07-20","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Poodøí",2021-08-05,2023-07-20,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","POD_MF_001_Poodøí","6373d","2023","POP_VITALITA","Ryby a mihule","slepé rameno v oboøe Kunín - Kunín","13411503","2023-07-20","2","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Poodøí",2021-08-05,2023-07-20,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6274c","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùò u r. Kotvice - Albrechtièky III","13411504","2023-06-19","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6274c","2023","POP_VITALITA","Ryby a mihule","tùò u r. Kotvice - Albrechtièky III","13411504","2023-06-19","1","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6275a","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùò vedle Nádraního rybníka - Polanka nad Odrou, tùò Odry u Oderského Váèku - Dolní Polánka","13411505, 13411508","2023-06-19","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Misgurnus fossilis","Poodøí","6275a","2023","POP_VITALITA","Ryby a mihule","tùò vedle Nádraního rybníka - Polanka nad Odrou, tùò Odry u Oderského Váèku - Dolní Polánka","13411505, 13411508","2023-06-19","1","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Poodøí",2019-10-08,2023-06-19,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0624068","Misgurnus fossilis","SMO_001_Stránická Morava","7169b","2023","CELKOVE_HODNOCENI","Ryby a mihule","spodní rameno Dolec - Petrov","13411511","2023-08-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Stránická Morava",2022-10-14,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0624068","Misgurnus fossilis","SMO_001_Stránická Morava","7169b","2023","POP_VITALITA","Ryby a mihule","spodní rameno Dolec - Petrov","13411511","2023-08-23","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Stránická Morava",2022-10-14,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0624068","Misgurnus fossilis","Stránická Morava","7169a","2023","CELKOVE_HODNOCENI","Ryby a mihule","spodní rameno Moravy Lebeïák - Rohatec","13411512","2023-08-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Stránická Morava",2021-10-21,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0624068","Misgurnus fossilis","Stránická Morava","7169a","2023","POP_VITALITA","Ryby a mihule","spodní rameno Moravy Lebeïák - Rohatec","13411512","2023-08-23","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Stránická Morava",2021-10-21,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0624068","Misgurnus fossilis","Stránická Morava","7069d","2023","CELKOVE_HODNOCENI","Ryby a mihule","rameno Moravy - Kamenné_PP Osypané bøehy, horní rameno Dolec - Petrov","13411513, 13411515","2023-08-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Stránická Morava",2022-10-14,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0624068","Misgurnus fossilis","Stránická Morava","7069d","2023","POP_VITALITA","Ryby a mihule","rameno Moravy - Kamenné_PP Osypané bøehy, horní rameno Dolec - Petrov","13411513, 13411515","2023-08-23","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Stránická Morava",2022-10-14,2023-08-23,"RP SCHKO Bílé Karpaty","Krajskı úøad Jihomoravského kraje"
"CZ0313106","Misgurnus fossilis","LNE_001_Lunice a Neárka","6754c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Dráchovké tùnì I - Dráchov_jiní","13411517","2023-08-07","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-07,2023-08-07,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0313106","Misgurnus fossilis","LNE_001_Lunice a Neárka","6754c","2023","POP_VITALITA","Ryby a mihule","Dráchovké tùnì I - Dráchov_jiní","13411517","2023-08-07","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-07,2023-08-07,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0313106","Misgurnus fossilis","LNE_006_Lunice a Neárka","6854d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Neárka - Zadní Dvùr","13411522","2023-08-08","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-08,2023-08-08,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0313106","Misgurnus fossilis","LNE_006_Lunice a Neárka","6854d","2023","POP_VITALITA","Ryby a mihule","Neárka - Zadní Dvùr","13411522","2023-08-08","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-08,2023-08-08,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0313106","Misgurnus fossilis","LNE_007_Lunice a Neárka","6854b","2023","CELKOVE_HODNOCENI","Ryby a mihule","Neárka - tùò Hamr","13411523","2023-08-08","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-08,2023-08-08,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0313106","Misgurnus fossilis","LNE_007_Lunice a Neárka","6854b","2023","POP_VITALITA","Ryby a mihule","Neárka - tùò Hamr","13411523","2023-08-08","1","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Lunice a Neárka",2023-08-08,2023-08-08,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_008_Niva Dyje","7166d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Èapkovo jezero - Podivín","13411528","2023-10-18","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Niva Dyje",2020-09-23,2023-10-18,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_008_Niva Dyje","7166d","2023","POP_VITALITA","Ryby a mihule","Èapkovo jezero - Podivín","13411528","2023-10-18","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Niva Dyje",2020-09-23,2023-10-18,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_003_Niva Dyje","7267a","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùò Kanèí obora - Charvátská Nová Ves","13411531","2023-08-24","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Niva Dyje",2023-08-24,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_003_Niva Dyje","7267a","2023","POP_VITALITA","Ryby a mihule","tùò Kanèí obora - Charvátská Nová Ves","13411531","2023-08-24","2","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Niva Dyje",2023-08-24,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_001_Niva Dyje","7166a","2023","CELKOVE_HODNOCENI","Ryby a mihule","kanál pod Novımi Mlıny - Milovice","13411533","2023-08-24","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Niva Dyje",2023-08-24,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624099","Misgurnus fossilis","NDY_MF_001_Niva Dyje","7166a","2023","POP_VITALITA","Ryby a mihule","kanál pod Novımi Mlıny - Milovice","13411533","2023-08-24","1","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Niva Dyje",2023-08-24,2023-08-24,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0623046","Misgurnus fossilis","Trávní Dvùr","7264b","2023","CELKOVE_HODNOCENI","Ryby a mihule","Hranièní potok - Hrabìtice, Hranièní potok - Hrabìtice II","13411534, 13411535","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Trávní dvùr",2021-10-08,2023-08-22,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0623046","Misgurnus fossilis","Trávní Dvùr","7264b","2023","POP_VITALITA","Ryby a mihule","Hranièní potok - Hrabìtice, Hranièní potok - Hrabìtice II","13411534, 13411535","2023-08-22","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Trávní dvùr",2021-10-08,2023-08-22,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0623046","Misgurnus fossilis","TRD_004_Trávní Dvùr","7164d","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùò za dráhou - Jevišovka","13411536","2023-08-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Trávní dvùr",2021-10-08,2023-08-22,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0623046","Misgurnus fossilis","TRD_004_Trávní Dvùr","7164d","2023","POP_VITALITA","Ryby a mihule","tùò za dráhou - Jevišovka","13411536","2023-08-22","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Trávní dvùr",2021-10-08,2023-08-22,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0314023","Misgurnus fossilis","TRE_MF_005_Tøeboòsko - støed","7155c","2023","CELKOVE_HODNOCENI","Ryby a mihule","tùò U Jandù - Halámky","13411540","2023-08-10","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2022-08-29,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","TRE_MF_005_Tøeboòsko - støed","7155c","2023","POP_VITALITA","Ryby a mihule","tùò U Jandù - Halámky","13411540","2023-08-10","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2022-08-29,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","TRE_MF_006_Tøeboòsko - støed","7155d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Lunice - tùò v PR Krabonošská niva","13411543","2023-08-10","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-04,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","TRE_MF_006_Tøeboòsko - støed","7155d","2023","POP_VITALITA","Ryby a mihule","Lunice - tùò v PR Krabonošská niva","13411543","2023-08-10","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-04,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","TRE_MF_007_Tøeboòsko - støed","6955c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Novoøecké moèály - laguny u Novoøecké Bašty","13411544","2023-08-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-04,2023-08-09,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","TRE_MF_007_Tøeboòsko - støed","6955c","2023","POP_VITALITA","Ryby a mihule","Novoøecké moèály - laguny u Novoøecké Bašty","13411544","2023-08-09","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-04,2023-08-09,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","Tøeboòsko - støed","7055a","2023","CELKOVE_HODNOCENI","Ryby a mihule","bıv. Sousedskı rybník - Lutová","13411546","2023-08-10","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-03,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0314023","Misgurnus fossilis","Tøeboòsko - støed","7055a","2023","POP_VITALITA","Ryby a mihule","bıv. Sousedskı rybník - Lutová","13411546","2023-08-10","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",6,2,3,0,"Tøeboòsko - støed",2021-08-03,2023-08-10,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0513256","Lampetra planeri","SME_LP_002_Smìdá","4956c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Smìdá - Èernousy_most","13411548","2023-09-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Smìdá",2021-10-14,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Lampetra planeri","SME_LP_002_Smìdá","4956c","2023","POP_VITALITA","Ryby a mihule","Smìdá - Èernousy_most","13411548","2023-09-09","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",5,2,3,0,"Smìdá",2021-10-14,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Lampetra planeri","SME_LP_003_Smìdá","5056a","2023","CELKOVE_HODNOCENI","Ryby a mihule","Smìdá – Michalovice","13411549","2023-09-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Smìdá",2018-10-15,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Lampetra planeri","SME_LP_003_Smìdá","5056a","2023","POP_VITALITA","Ryby a mihule","Smìdá – Michalovice","13411549","2023-09-09","2","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",5,2,3,0,"Smìdá",2018-10-15,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Lampetra planeri","SME_LP_005_Smìdá","5056c","2023","CELKOVE_HODNOCENI","Ryby a mihule","Smìdá – Minkovice – Víska","13411551","2023-09-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Smìdá",2021-10-14,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Lampetra planeri","SME_LP_005_Smìdá","5056c","2023","POP_VITALITA","Ryby a mihule","Smìdá – Minkovice – Víska","13411551","2023-09-09","2","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",5,2,3,0,"Smìdá",2021-10-14,2023-09-09,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0213818","Lampetra planeri","OCT_002_Octárna","6249d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Obecnickı potok - nad VN Obecnice","13411554","2023-09-03","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Octárna",2020-10-25,2023-09-03,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0213818","Lampetra planeri","OCT_002_Octárna","6249d","2023","POP_VITALITA","Ryby a mihule","Obecnickı potok - nad VN Obecnice","13411554","2023-09-03","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",5,2,3,0,"Octárna",2020-10-25,2023-09-03,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0213817","Lampetra planeri","OBP_002 _Obecnickı potok","6249d","2023","CELKOVE_HODNOCENI","Ryby a mihule","Obecnickı potok - Obecnice_nad ÈOV","13411557","2023-09-03","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Obecnickı potok",2021-11-08,2023-09-03,"RP Støední Èechy","Krajskı úøad Støedoèeského kraje"
